id_hex,id_estab,total_2017,input_2017,total_2019,input_2019
89a8a06a033ffff,05352309000326,9,rais_2017,,
89a8a06a033ffff,05363264000123,1,rais_2017,1,rais_2017
89a8a06a033ffff,05380921000140,2,rais_2017,1,cep_changed_2019
89a8a06a033ffff,05393605000103,4,rais_2017,2,rais_2017
89a8a06a033ffff,05396538000180,3,rais_2017,2,cep_changed_2019
89a8a06a033ffff,05398775000180,9,rais_2017,8,cep_changed_2018
89a8a06a033ffff,05415491000155,1,rais_2017,,
89a8a06a033ffff,05417541000133,2,rais_2017,,
89a8a06a033ffff,05423963013280,10,rais_2017,8,rais_2017
89a8a06a033ffff,05424813000122,,,19,new_estab_2019
89a8a06a033ffff,05429268000167,45,rais_2017,45,rais_2017
89a8a06a033ffff,05439975000134,1,rais_2017,1,rais_2017
89a8a06a033ffff,05440641000180,2,rais_2017,,
89a8a06a033ffff,05452710000176,11,rais_2017,11,rais_2017
89a8a06a033ffff,05452943000179,1,rais_2017,1,rais_2017
89a8a06a033ffff,05481826000133,16,rais_2017,16,rais_2017
89a8a06a033ffff,05492671000130,6,rais_2017,8,rais_2017
89a8a06a033ffff,05498726000110,2,rais_2017,,
89a8a06a033ffff,05524572000193,23,rais_2017,83,cep_changed_2018
89a8a06a033ffff,05530485000149,1,rais_2017,,
89a8a06a033ffff,05540527000122,25,rais_2017,,
89a8a06a033ffff,05555049000124,3,rais_2017,2,rais_2017
89a8a06a033ffff,05558926000110,,,1,new_estab_2019
89a8a06a033ffff,05567002000180,4,rais_2017,,
89a8a06a033ffff,05576617000173,12,rais_2017,8,cep_changed_2018
89a8a06a033ffff,05619105000147,,,2,new_estab_2018
89a8a06a033ffff,05620053000129,1,rais_2017,3,rais_2017
89a8a06a033ffff,05635151000130,10,rais_2017,12,rais_2017
89a8a06a033ffff,05638418000142,2,rais_2017,2,rais_2017
89a8a06a033ffff,05664433000165,2,rais_2017,2,rais_2017
89a8a06a033ffff,05696931000190,1,rais_2017,1,cep_changed_2019
89a8a06a033ffff,05755093000188,3,rais_2017,1,rais_2017
89a8a06a033ffff,05781289000309,2,rais_2017,1,cep_changed_2019
89a8a06a033ffff,05786669000174,1,rais_2017,,
89a8a06a033ffff,05790132000188,2,rais_2017,2,cep_changed_2018
89a8a06a033ffff,05830195000382,17,rais_2017,19,rais_2017
89a8a06a033ffff,05850175000101,2,rais_2017,1,rais_2017
89a8a06a033ffff,05850330000190,2,rais_2017,5,rais_2017
89a8a06a033ffff,05856790000125,1,rais_2017,1,rais_2017
89a8a06a033ffff,05856991000122,1,rais_2017,2,rais_2017
89a8a06a033ffff,05858583000100,1,rais_2017,1,cep_changed_2018
89a8a06a033ffff,05872340000126,1,rais_2017,,
89a8a06a033ffff,05876458000122,23,rais_2017,,
89a8a06a033ffff,05877927000128,18,rais_2017,2,rais_2017
89a8a06a033ffff,05877962000147,,,2,new_estab_2019
89a8a06a033ffff,05879939000191,5,rais_2017,7,rais_2017
89a8a06a033ffff,05880321000222,12,rais_2017,,
89a8a06a033ffff,05884717000167,4,rais_2017,3,rais_2017
89a8a06a033ffff,05927880000160,,,4,new_estab_2019
89a8a06a033ffff,05927880000321,4,rais_2017,4,rais_2017
89a8a06a033ffff,05937781000240,6,rais_2017,4,cep_changed_2019
89a8a06a033ffff,05940203000181,115,rais_2017,131,cep_changed_2019
89a8a06a033ffff,05951386000483,7,rais_2017,5,cep_changed_2019
89a8a06a033ffff,05960876001507,56,rais_2017,56,cep_changed_2019
89a8a06a033ffff,05962528000165,39,rais_2017,51,rais_2017
89a8a06a033ffff,05964364000105,3,rais_2017,3,rais_2017
89a8a06a033ffff,05970811000139,13,rais_2017,11,rais_2017
89a8a06a033ffff,05972359001540,5,rais_2017,4,rais_2017
89a8a06a033ffff,05997428000174,1,rais_2017,,
89a8a06a033ffff,06007076000125,3,rais_2017,3,rais_2017
89a8a06a033ffff,06014324000165,2,rais_2017,12,rais_2017
89a8a06a033ffff,06023259001530,9,rais_2017,15,cep_changed_2019
89a8a06a033ffff,06026109000184,2,rais_2017,108,cep_changed_2019
89a8a06a033ffff,06031440000192,302.75,rais_2017,229,rais_2017
89a8a06a033ffff,06035621000600,,,6,new_estab_2018
89a8a06a033ffff,06056467000130,2,rais_2017,2,rais_2017
89a8a06a033ffff,06096607000101,,,6,new_estab_2019
89a8a06a033ffff,06097369000140,2,rais_2017,,
89a8a06a033ffff,06101140000132,1,rais_2017,1,rais_2017
89a8a06a033ffff,06124133000156,15,rais_2017,10,rais_2017
89a8a06a033ffff,06131058000150,5,rais_2017,4,cep_changed_2019
89a8a06a033ffff,06134590000121,11,rais_2017,9,cep_changed_2019
89a8a06a033ffff,06138623000101,5,rais_2017,,
89a8a06a033ffff,06140654000105,5,rais_2017,6,rais_2017
89a8a06a033ffff,06141531000180,2,rais_2017,2,rais_2017
89a8a06a033ffff,06141544000150,24,rais_2017,16,rais_2017
89a8a06a033ffff,06145701000103,2,rais_2017,2,rais_2017
89a8a06a033ffff,06151074000105,1,rais_2017,2,cep_changed_2019
89a8a06a033ffff,06162378000178,1,rais_2017,,
89a8a06a033ffff,06166645000185,9,rais_2017,,
89a8a06a033ffff,06180458000156,1,rais_2017,,
89a8a06a033ffff,06185738000157,19,rais_2017,32,cep_changed_2019
89a8a06a033ffff,06191203000199,1,rais_2017,1,rais_2017
89a8a06a033ffff,06192805000160,18,rais_2017,16,rais_2017
89a8a06a033ffff,06193124000117,5,rais_2017,,
89a8a06a033ffff,06211985000180,1,rais_2017,1,rais_2017
89a8a06a033ffff,06245947000149,2,rais_2017,,
89a8a06a033ffff,06262022000106,1,rais_2017,1,rais_2017
89a8a06a033ffff,06280178000110,5,rais_2017,4,rais_2017
89a8a06a033ffff,06286396000242,2,rais_2017,,
89a8a06a033ffff,06294123000169,11,rais_2017,7,rais_2017
89a8a06a033ffff,06304332000146,5,rais_2017,,
89a8a06a033ffff,06306648000177,1,rais_2017,1,cep_changed_2019
89a8a06a033ffff,06309184000152,7,rais_2017,6,rais_2017
89a8a06a033ffff,06323421000130,1,rais_2017,1,rais_2017
89a8a06a033ffff,06355194000124,3,rais_2017,4,rais_2017
89a8a06a033ffff,06536977000104,5,rais_2017,5,rais_2017
89a8a06a033ffff,06704415000122,3,rais_2017,,
89a8a06a033ffff,06788155000110,1,rais_2017,,
89a8a06a033ffff,06871629000274,23,rais_2017,18,rais_2017
89a8a06a033ffff,06878222000198,2,rais_2017,2,cep_changed_2019
89a8a06a033ffff,06895399000100,4,rais_2017,4,rais_2017
89a8a06a033ffff,06910563000101,29,rais_2017,29,rais_2017
89a8a06a033ffff,06922661000150,2,rais_2017,2,rais_2017
89a8a06a033ffff,06934416000163,,,23,new_estab_2019
89a8a06a033ffff,06936321000189,10,rais_2017,13,cep_changed_2019
89a8a06a033ffff,06945519000129,10,rais_2017,8,rais_2017
89a8a06a033ffff,06946087000170,11,rais_2017,8,rais_2017
89a8a06a033ffff,06947397000100,1,rais_2017,1,cep_changed_2018
89a8a06a033ffff,06949354000163,,,2,cep_changed_2019
89a8a06a033ffff,06972240000134,7,rais_2017,6,rais_2017
89a8a06a033ffff,06996796000160,3,rais_2017,2,rais_2017
89a8a06a033ffff,07010092000725,4,rais_2017,1,rais_2017
89a8a06a033ffff,07017295000158,21,rais_2017,36,rais_2017
89a8a06a033ffff,07046566000527,29,rais_2017,24,rais_2017
89a8a06a033ffff,07046566000608,35,rais_2017,30,rais_2017
89a8a06a033ffff,07054136000123,1,rais_2017,1,rais_2017
89a8a06a033ffff,07056444000198,85,rais_2017,,
89a8a06a033ffff,07060427000124,25,rais_2017,34,rais_2017
89a8a06a033ffff,07062168000170,1,rais_2017,1,rais_2017
89a8a06a033ffff,07067759000130,2,rais_2017,2,rais_2017
89a8a06a033ffff,07071493000108,3,rais_2017,2,rais_2017
89a8a06a033ffff,07072386000196,5,rais_2017,3,rais_2017
89a8a06a033ffff,07077321000214,2,rais_2017,,
89a8a06a033ffff,07101088000187,3,rais_2017,,
89a8a06a033ffff,07104907000140,,,1,new_estab_2019
89a8a06a033ffff,07107834000140,4,rais_2017,3,rais_2017
89a8a06a033ffff,07148367000104,18,rais_2017,64,rais_2017
89a8a06a033ffff,07149376000101,3,rais_2017,5,rais_2017
89a8a06a033ffff,07151109000179,19,rais_2017,16,rais_2017
89a8a06a033ffff,07165402000195,3,rais_2017,,
89a8a06a033ffff,07182913000115,25,rais_2017,21,rais_2017
89a8a06a033ffff,07190925000191,5,rais_2017,4,rais_2017
89a8a06a033ffff,07192787000180,1,rais_2017,,
89a8a06a033ffff,07199554000109,1,rais_2017,1,rais_2017
89a8a06a033ffff,07207996001636,43,rais_2017,42,cep_changed_2019
89a8a06a033ffff,07214210000121,3,rais_2017,3,rais_2017
89a8a06a033ffff,07221920000189,17,rais_2017,18,rais_2017
89a8a06a033ffff,07230156000108,1,rais_2017,,
89a8a06a033ffff,07265217000172,1,rais_2017,1,rais_2017
89a8a06a033ffff,07287034000239,13,rais_2017,12,rais_2017
89a8a06a033ffff,07294662000322,5,rais_2017,7,rais_2017
89a8a06a033ffff,07299629000123,2,rais_2017,3,rais_2017
89a8a06a033ffff,07315613000167,1,rais_2017,,
89a8a06a033ffff,07322620000196,1,rais_2017,1,new_estab_2019
89a8a06a033ffff,07322649000178,10,rais_2017,13,rais_2017
89a8a06a033ffff,07336278000183,2,rais_2017,,
89a8a06a033ffff,07338315000192,4,rais_2017,4,rais_2017
89a8a06a033ffff,07349880000155,2,rais_2017,2,rais_2017
89a8a06a033ffff,07365911000161,32,rais_2017,29,rais_2017
89a8a06a033ffff,07365920000152,3,rais_2017,3,rais_2017
89a8a06a033ffff,07379477000179,2,rais_2017,1,rais_2017
89a8a06a033ffff,07381971000178,9,rais_2017,11,rais_2017
89a8a06a033ffff,07395232000135,,,3,new_estab_2018
89a8a06a033ffff,07418273000108,2,rais_2017,2,rais_2017
89a8a06a033ffff,07418373000126,2,rais_2017,2,rais_2017
89a8a06a033ffff,07433896000141,3,rais_2017,3,rais_2017
89a8a06a033ffff,07438361000163,,,1,new_estab_2019
89a8a06a033ffff,07459523000140,4,rais_2017,10,rais_2017
89a8a06a033ffff,07461900000185,3,rais_2017,1,cep_changed_2019
89a8a06a033ffff,07462373000123,17,rais_2017,16,rais_2017
89a8a06a033ffff,07463372000101,9,rais_2017,9,rais_2017
89a8a06a033ffff,07489226000147,,,1,new_estab_2018
89a8a06a033ffff,07496572000152,22,rais_2017,34,rais_2017
89a8a06a033ffff,07516851000130,1,rais_2017,,
89a8a06a033ffff,07537433000120,21,rais_2017,23,rais_2017
89a8a06a033ffff,07537433000200,5,rais_2017,5,rais_2017
89a8a06a033ffff,07559782000142,6,rais_2017,7,rais_2017
89a8a06a033ffff,07560629000135,1,rais_2017,1,rais_2017
89a8a06a033ffff,07568908000145,4,rais_2017,5,cep_changed_2018
89a8a06a033ffff,07585746000153,,,6,new_estab_2018
89a8a06a033ffff,07588101000174,5,rais_2017,5,cep_changed_2019
89a8a06a033ffff,07616687000133,1,rais_2017,2,rais_2017
89a8a06a033ffff,07628351000352,6,rais_2017,1,rais_2017
89a8a06a033ffff,07629107000142,1,rais_2017,,
89a8a06a033ffff,07651215000111,10,rais_2017,4,rais_2017
89a8a06a033ffff,07668168000119,4,rais_2017,5,rais_2017
89a8a06a033ffff,07674593000200,25,rais_2017,11,rais_2017
89a8a06a033ffff,07675137000195,10,rais_2017,11,rais_2017
89a8a06a033ffff,07686575000230,29,rais_2017,27,rais_2017
89a8a06a033ffff,07688893000159,4,rais_2017,7,rais_2017
89a8a06a033ffff,07691118000152,9,rais_2017,9,rais_2017
89a8a06a033ffff,07692443000130,3,rais_2017,5,cep_changed_2019
89a8a06a033ffff,07707930000129,4,rais_2017,5,rais_2017
89a8a06a033ffff,07722379000192,7,rais_2017,,
89a8a06a033ffff,07722528000113,5,rais_2017,4,rais_2017
89a8a06a033ffff,07740391000120,68,rais_2017,67,cep_changed_2018
89a8a06a033ffff,07746888000155,3,rais_2017,3,rais_2017
89a8a06a033ffff,07749842000190,5,rais_2017,4,rais_2017
89a8a06a033ffff,07752099000399,17,rais_2017,,
89a8a06a033ffff,07752676000180,4,rais_2017,,
89a8a06a033ffff,07777180000161,4,rais_2017,4,rais_2017
89a8a06a033ffff,07790969000152,33,rais_2017,40,rais_2017
89a8a06a033ffff,07790969000233,5,rais_2017,4,rais_2017
89a8a06a033ffff,07794623004110,36,rais_2017,,
89a8a06a033ffff,07827813000107,6,rais_2017,4,rais_2017
89a8a06a033ffff,07836743000145,2,rais_2017,2,rais_2017
89a8a06a033ffff,07842022000148,2,rais_2017,2,rais_2017
89a8a06a033ffff,07850622001049,9,rais_2017,18,rais_2017
89a8a06a033ffff,07854762000102,2,rais_2017,2,rais_2017
89a8a06a033ffff,07859003000124,1,rais_2017,,
89a8a06a033ffff,07867092000150,1,rais_2017,1,rais_2017
89a8a06a033ffff,07879642000151,20,rais_2017,18,rais_2017
89a8a06a033ffff,07884226000141,5,rais_2017,7,rais_2017
89a8a06a033ffff,07884826000100,177,rais_2017,195,rais_2017
89a8a06a033ffff,07889136000143,1,rais_2017,,
89a8a06a033ffff,07899160002379,,,14,cep_changed_2018
89a8a06a033ffff,07899160005637,12,rais_2017,13,rais_2017
89a8a06a033ffff,07903948000104,2,rais_2017,1,rais_2017
89a8a06a033ffff,07919629000189,6,rais_2017,3,rais_2017
89a8a06a033ffff,07922894000388,2,rais_2017,4,cep_changed_2018
89a8a06a033ffff,07936252000176,26,rais_2017,16,rais_2017
89a8a06a033ffff,07946705000226,51,rais_2017,36,cep_changed_2018
89a8a06a033ffff,07969008000100,1,rais_2017,,
89a8a06a033ffff,07978645000142,1,rais_2017,,
89a8a06a033ffff,07984267012701,,,20,new_estab_2018
89a8a06a033ffff,07995705000135,,,1,new_estab_2019
89a8a06a033ffff,08017778000115,1,rais_2017,1,rais_2017
89a8a06a033ffff,08027843000193,5,rais_2017,4,rais_2017
89a8a06a033ffff,08038599000164,1,rais_2017,,
89a8a06a033ffff,08038940000181,7,rais_2017,8,rais_2017
89a8a06a033ffff,08055079000160,11,rais_2017,,
89a8a06a033ffff,08065361000390,3,rais_2017,3,rais_2017
89a8a06a033ffff,08079286000154,1,rais_2017,1,rais_2017
89a8a06a033ffff,08080035000190,1,rais_2017,1,rais_2017
89a8a06a033ffff,08096538000587,30,rais_2017,8,rais_2017
89a8a06a033ffff,08097463000125,6,rais_2017,4,rais_2017
89a8a06a033ffff,08109981000111,4,rais_2017,4,rais_2017
89a8a06a033ffff,08147165000100,2,rais_2017,1,rais_2017
89a8a06a033ffff,08160516000105,1,rais_2017,,
89a8a06a033ffff,08169761000183,1,rais_2017,1,rais_2017
89a8a06a033ffff,08203140000179,2,rais_2017,2,rais_2017
89a8a06a033ffff,08210913000144,9,rais_2017,6,rais_2017
89a8a06a033ffff,08215483000153,17,rais_2017,15,rais_2017
89a8a06a033ffff,08220746000112,2,rais_2017,1,new_estab_2019
89a8a06a033ffff,08226125000227,14,rais_2017,29,rais_2017
89a8a06a033ffff,08257437000117,6,rais_2017,6,rais_2017
89a8a06a033ffff,08258052000174,2,rais_2017,4,rais_2017
89a8a06a033ffff,08261649000178,3,rais_2017,7,rais_2017
89a8a06a033ffff,08271937000456,3,rais_2017,3,rais_2017
89a8a06a033ffff,08286273000156,5,rais_2017,,
89a8a06a033ffff,08290396000160,8,rais_2017,,
89a8a06a033ffff,08297821000143,3,rais_2017,5,rais_2017
89a8a06a033ffff,08325653000152,3,rais_2017,2,rais_2017
89a8a06a033ffff,08348046000108,10,rais_2017,,
89a8a06a033ffff,08364835000132,16,rais_2017,14,rais_2017
89a8a06a033ffff,08365001000141,6,rais_2017,5,rais_2017
89a8a06a033ffff,08453165700118,,,1,new_estab_2018
89a8a06a033ffff,08453928000133,11,rais_2017,11,rais_2017
89a8a06a033ffff,08457462000144,23,rais_2017,3,new_estab_2019
89a8a06a033ffff,08458246000113,7,rais_2017,7,rais_2017
89a8a06a033ffff,08464779000108,3,rais_2017,3,rais_2017
89a8a06a033ffff,08466816000117,4,rais_2017,1,rais_2017
89a8a06a033ffff,08472223000163,10,rais_2017,,
89a8a06a033ffff,08505970000150,4,rais_2017,,
89a8a06a033ffff,08529756000134,1,rais_2017,,
89a8a06a033ffff,08544101000135,17,rais_2017,11,rais_2017
89a8a06a033ffff,08572891000162,14,rais_2017,13,rais_2017
89a8a06a033ffff,08583248000134,1,rais_2017,2,rais_2017
89a8a06a033ffff,08587794000143,,,30,cep_changed_2019
89a8a06a033ffff,08596867000244,2,rais_2017,2,cep_changed_2019
89a8a06a033ffff,08597656000226,1,rais_2017,,
89a8a06a033ffff,08604329000173,7,rais_2017,8,rais_2017
89a8a06a033ffff,08617387000131,2,rais_2017,1,rais_2017
89a8a06a033ffff,08632306000172,,,1,new_estab_2018
89a8a06a033ffff,08675542000176,1,rais_2017,1,rais_2017
89a8a06a033ffff,08675610000105,2,rais_2017,2,rais_2017
89a8a06a033ffff,08678461000120,4,rais_2017,6,cep_changed_2018
89a8a06a033ffff,08685623000157,3,rais_2017,3,rais_2017
89a8a06a033ffff,08692080000367,8,rais_2017,7,rais_2017
89a8a06a033ffff,08698502000140,1,rais_2017,,
89a8a06a033ffff,08709810000123,1,rais_2017,1,rais_2017
89a8a06a033ffff,08709969000148,438,rais_2017,471,rais_2017
89a8a06a033ffff,08711146000157,10,rais_2017,10,cep_changed_2018
89a8a06a033ffff,08719210000146,4,rais_2017,4,rais_2017
89a8a06a033ffff,08719291000265,2,rais_2017,1,rais_2017
89a8a06a033ffff,08720025000171,1,rais_2017,1,rais_2017
89a8a06a033ffff,08723106000125,,,97,new_estab_2019
89a8a06a033ffff,08733698001057,480,rais_2017,605,rais_2017
89a8a06a033ffff,08735340000172,1,rais_2017,1,rais_2017
89a8a06a033ffff,08737493000159,1,rais_2017,3,rais_2017
89a8a06a033ffff,08741641000109,3,rais_2017,,
89a8a06a033ffff,08748492000100,3,rais_2017,3,rais_2017
89a8a06a033ffff,08749272000109,2,rais_2017,2,rais_2017
89a8a06a033ffff,08765503000160,2,rais_2017,3,rais_2017
89a8a06a033ffff,08766703000137,2,rais_2017,3,rais_2017
89a8a06a033ffff,08770228000172,3,rais_2017,4,cep_changed_2018
89a8a06a033ffff,08781455000101,,,9,new_estab_2018
89a8a06a033ffff,08787782000162,69,rais_2017,115,rais_2017
89a8a06a033ffff,08794878000158,10,rais_2017,14,rais_2017
89a8a06a033ffff,08815405000190,1,rais_2017,1,cep_changed_2019
89a8a06a033ffff,08830217000130,,,1,new_estab_2018
89a8a06a033ffff,08850989000215,13,rais_2017,11,rais_2017
89a8a06a033ffff,08858824000109,1,rais_2017,,
89a8a06a033ffff,08887832000183,3,rais_2017,,
89a8a06a033ffff,08903313000161,13,rais_2017,10,rais_2017
89a8a06a033ffff,08912233000172,4,rais_2017,4,rais_2017
89a8a06a033ffff,08929300000161,9,rais_2017,6,rais_2017
89a8a06a033ffff,08942579000113,2,rais_2017,1,rais_2017
89a8a06a033ffff,08954122000129,1,rais_2017,1,rais_2017
89a8a06a033ffff,08959208000144,3,rais_2017,4,cep_changed_2018
89a8a06a033ffff,08965767000167,10,rais_2017,9,rais_2017
89a8a06a033ffff,08977058000282,9,rais_2017,,
89a8a06a033ffff,08992277000150,3,rais_2017,4,rais_2017
89a8a06a033ffff,08995429000178,14,rais_2017,14,rais_2017
89a8a06a033ffff,08995429000259,9,rais_2017,11,rais_2017
89a8a06a033ffff,08995429000330,4,rais_2017,3,rais_2017
89a8a06a033ffff,08995429000410,2,rais_2017,,
89a8a06a033ffff,08995429000500,14,rais_2017,6,rais_2017
89a8a06a033ffff,08998461000107,4,rais_2017,,
89a8a06a033ffff,09009495000194,1,rais_2017,,
89a8a06a033ffff,09014811000116,1,rais_2017,,
89a8a06a033ffff,09017873000181,8,rais_2017,5,rais_2017
89a8a06a033ffff,09018389000177,,,1,new_estab_2018
89a8a06a033ffff,09043105000283,8,rais_2017,9,rais_2017
89a8a06a033ffff,09044787000168,2,rais_2017,2,rais_2017
89a8a06a033ffff,09050098000166,1,rais_2017,2,cep_changed_2019
89a8a06a033ffff,09051785000104,1,rais_2017,1,cep_changed_2019
89a8a06a033ffff,09052046000129,5,rais_2017,5,rais_2017
89a8a06a033ffff,09070045000107,54,rais_2017,18,cep_changed_2018
89a8a06a033ffff,09076446000174,4,rais_2017,,
89a8a06a033ffff,09076730000140,2,rais_2017,3,rais_2017
89a8a06a033ffff,09082662000122,1,rais_2017,1,rais_2017
89a8a06a033ffff,09084381000109,1,rais_2017,2,rais_2017
89a8a06a033ffff,09102267000164,,,1,new_estab_2018
89a8a06a033ffff,09114713000150,19,rais_2017,19,rais_2017
89a8a06a033ffff,09131273000140,,,178,new_estab_2018
89a8a06a033ffff,09131628000362,9,rais_2017,7,cep_changed_2018
89a8a06a033ffff,09144170000114,2,rais_2017,2,rais_2017
89a8a06a033ffff,09147348000180,3,rais_2017,1,rais_2017
89a8a06a033ffff,09166445000110,3,rais_2017,3,rais_2017
89a8a06a033ffff,09215594000122,1,rais_2017,,
89a8a06a033ffff,09220017000471,5,rais_2017,3,rais_2017
89a8a06a033ffff,09221899000147,3,rais_2017,3,rais_2017
89a8a06a033ffff,09296166000171,5,rais_2017,3,rais_2017
89a8a06a033ffff,09303353000135,38,rais_2017,66,rais_2017
89a8a06a033ffff,09303359000102,,,1,new_estab_2018
89a8a06a033ffff,09304909000108,6,rais_2017,4,cep_changed_2019
89a8a06a033ffff,09308304000195,2,rais_2017,4,rais_2017
89a8a06a033ffff,09314415000104,2,rais_2017,,
89a8a06a033ffff,09325742000161,17,rais_2017,23,rais_2017
89a8a06a033ffff,09347809000169,1,rais_2017,,
89a8a06a033ffff,09358815000111,1,rais_2017,,
89a8a06a033ffff,09377780000168,,,1,new_estab_2019
89a8a06a033ffff,09378946000160,2,rais_2017,1,rais_2017
89a8a06a033ffff,09426592000182,3,rais_2017,4,cep_changed_2018
89a8a06a033ffff,09427820000139,1,rais_2017,1,rais_2017
89a8a06a033ffff,09430642000103,1,rais_2017,,
89a8a06a033ffff,09487472000195,3,rais_2017,2,rais_2017
89a8a06a033ffff,09491029000198,,,2,new_estab_2018
89a8a06a033ffff,09496642000106,1,rais_2017,1,rais_2017
89a8a06a033ffff,09505602000337,1,rais_2017,1,rais_2017
89a8a06a033ffff,09506532000170,6,rais_2017,,
89a8a06a033ffff,09507927000197,1,rais_2017,4,rais_2017
89a8a06a033ffff,09513195000148,1,rais_2017,1,rais_2017
89a8a06a033ffff,09517980000179,10,rais_2017,,
89a8a06a033ffff,09534894000174,3,rais_2017,3,rais_2017
89a8a06a033ffff,09545276000120,1,rais_2017,1,cep_changed_2018
89a8a06a033ffff,09551826000113,35,rais_2017,92,cep_changed_2019
89a8a06a033ffff,09562956000151,1,rais_2017,,
89a8a06a033ffff,09565932000156,134,rais_2017,116,cep_changed_2019
89a8a06a033ffff,09572283000110,8,rais_2017,,
89a8a06a033ffff,09581629000147,,,1,cep_changed_2019
89a8a06a033ffff,09588345000182,6,rais_2017,6,rais_2017
89a8a06a033ffff,09588572000108,1,rais_2017,1,rais_2017
89a8a06a033ffff,09645842000175,,,2,new_estab_2018
89a8a06a033ffff,09646230000105,3,rais_2017,1,rais_2017
89a8a06a033ffff,10016341000109,1,rais_2017,1,rais_2017
89a8a06a033ffff,10141688000183,3,rais_2017,1,rais_2017
89a8a06a033ffff,10141742000190,1,rais_2017,1,rais_2017
89a8a06a033ffff,10144948000174,1,rais_2017,,
89a8a06a033ffff,10213905000101,5,rais_2017,4,rais_2017
89a8a06a033ffff,10221225000121,27,rais_2017,,
89a8a06a033ffff,10222676000779,27,rais_2017,34,rais_2017
89a8a06a033ffff,10238271000133,4,rais_2017,6,rais_2017
89a8a06a033ffff,10241525000172,3,rais_2017,,
89a8a06a033ffff,10266464000106,1,rais_2017,,
89a8a06a033ffff,10271725000178,1,rais_2017,,
89a8a06a033ffff,10285590002658,14,rais_2017,13,rais_2017
89a8a06a033ffff,10289474000230,5,rais_2017,9,rais_2017
89a8a06a033ffff,10292875000168,1,rais_2017,2,rais_2017
89a8a06a033ffff,10301198000105,5,rais_2017,5,cep_changed_2019
89a8a06a033ffff,10303084000196,2,rais_2017,1,rais_2017
89a8a06a033ffff,10307172000166,1,rais_2017,,
89a8a06a033ffff,10309526000101,1,rais_2017,,
89a8a06a033ffff,10325857000135,13,rais_2017,9,rais_2017
89a8a06a033ffff,10335165000178,23,rais_2017,16,rais_2017
89a8a06a033ffff,10341540000192,5,rais_2017,,
89a8a06a033ffff,10349385000150,6,rais_2017,,
89a8a06a033ffff,10366685000148,41,rais_2017,46,rais_2017
89a8a06a033ffff,10375771000117,,,1,new_estab_2018
89a8a06a033ffff,10383827000185,155,rais_2017,103,rais_2017
89a8a06a033ffff,10385257000162,1,rais_2017,3,rais_2017
89a8a06a033ffff,10387237000120,1,rais_2017,1,rais_2017
89a8a06a033ffff,10392606000254,1,rais_2017,1,rais_2017
89a8a06a033ffff,10397031001404,,,5,new_estab_2018
89a8a06a033ffff,10402457000186,6,rais_2017,7,rais_2017
89a8a06a033ffff,10410297000117,4,rais_2017,4,rais_2017
89a8a06a033ffff,10416461000101,12,rais_2017,,
89a8a06a033ffff,10433547000134,1,rais_2017,1,new_estab_2019
89a8a06a033ffff,10447367000292,1,rais_2017,1,new_estab_2019
89a8a06a033ffff,10454306000171,22,rais_2017,68,cep_changed_2019
89a8a06a033ffff,10455771000127,3,rais_2017,,
89a8a06a033ffff,10475729000178,2,rais_2017,2,rais_2017
89a8a06a033ffff,10481923000166,1,rais_2017,,
89a8a06a033ffff,10487609000190,1,rais_2017,,
89a8a06a033ffff,10497619000107,1,rais_2017,1,rais_2017
89a8a06a033ffff,10518679000169,1,rais_2017,,
89a8a06a033ffff,10542126000141,15,rais_2017,17,rais_2017
89a8a06a033ffff,10553512000139,1,rais_2017,,
89a8a06a033ffff,10562356000172,22,rais_2017,24,rais_2017
89a8a06a033ffff,10568414000256,7,rais_2017,23,cep_changed_2019
89a8a06a033ffff,10587874000221,5,rais_2017,,
89a8a06a033ffff,10597910000157,1,rais_2017,,
89a8a06a033ffff,10609906000161,21,rais_2017,13,rais_2017
89a8a06a033ffff,10621807000103,1,rais_2017,1,rais_2017
89a8a06a033ffff,10637416000179,23,rais_2017,21,rais_2017
89a8a06a033ffff,10637416000250,6,rais_2017,5,rais_2017
89a8a06a033ffff,10642580000174,2,rais_2017,1,rais_2017
89a8a06a033ffff,10645242000196,,,3,new_estab_2019
89a8a06a033ffff,10657514000178,7,rais_2017,3,rais_2017
89a8a06a033ffff,10657514000259,5,rais_2017,2,rais_2017
89a8a06a033ffff,10701517000161,10,rais_2017,7,rais_2017
89a8a06a033ffff,10708577000106,5,rais_2017,4,rais_2017
89a8a06a033ffff,10723459000177,2,rais_2017,2,rais_2017
89a8a06a033ffff,10729993000190,3,rais_2017,3,rais_2017
89a8a06a033ffff,10731921000269,9,rais_2017,14,rais_2017
89a8a06a033ffff,10754586000133,2,rais_2017,1,rais_2017
89a8a06a033ffff,10757577000104,1,rais_2017,1,rais_2017
89a8a06a033ffff,10764557000314,11,rais_2017,10,rais_2017
89a8a06a033ffff,10784446000108,2,rais_2017,2,rais_2017
89a8a06a033ffff,10788628000157,82,rais_2017,,
89a8a06a033ffff,10791530000159,,,2,new_estab_2018
89a8a06a033ffff,10791797000146,,,2,cep_changed_2019
89a8a06a033ffff,10800394000116,3,rais_2017,2,rais_2017
89a8a06a033ffff,10801149000123,4,rais_2017,4,rais_2017
89a8a06a033ffff,10803122000170,260,rais_2017,339,rais_2017
89a8a06a033ffff,10812837000199,8,rais_2017,5,cep_changed_2019
